议员姓名,年份,所属党派,备注
Burkhardt Müller-S?nksen,2005,FDP,
Burkhardt Müller-S?nksen,2006,FDP,
Burkhardt Müller-S?nksen,2007,FDP,
Burkhardt Müller-S?nksen,2008,FDP,
Burkhardt Müller-S?nksen,2009,FDP,
Burkhardt Müller-S?nksen,2010,FDP,
Burkhardt Müller-S?nksen,2011,FDP,
Burkhardt Müller-S?nksen,2012,FDP,
Burkhardt Müller-S?nksen,2013,FDP,
BusChfort,1971,SPD,
Buschbom,1982,CDU/CSU,
Buschbom,1983,CDU/CSU,
Buschbom,1984,CDU/CSU,
Buschbom,1985,CDU/CSU,
Buschbom,1986,CDU/CSU,
Buschbom,1988,CDU/CSU,
Buschbom,1989,CDU/CSU,
Buschbom,1990,CDU/CSU,
Buschfort,1966,SPD,
Buschfort,1967,SPD,
Buschfort,1968,SPD,
Buschfort,1969,SPD,
Buschfort,1970,SPD,
Buschfort,1971,SPD,
Buschfort,1974,SPD,
Buschfort,1975,SPD,
Buschfort,1978,SPD,
Buschfort,1983,SPD,
Buschfort,1984,SPD,
Buschfort,1985,SPD,
Buschfort,1988,SPD,
Busse,1962,FDP,
Busse,1963,FDP,
Busse,1964,FDP,
Busse,1965,FDP,"该年属于多个党派: FPD, FDP"
Busse,1965,FPD,"该年属于多个党派: FPD, FDP"
Busse,1967,FDP,
Busse,1968,FDP,
Busse,1969,FDP,
Busse (Herford),1965,FDP,
Busse (Herford),1966,FDP,
Busse (Herford),1967,FDP,
Busse (Herford),1968,FDP,
Busse (Herford),1969,FDP,
Bu?mann,1977,SPD,
B?rbel Bas,2010,SPD,
B?rbel Bas,2011,SPD,
B?rbel Bas,2012,SPD,
B?rbel Bas,2013,SPD,
B?rbel Bas,2014,SPD,
B?rbel Bas,2015,SPD,
B?rbel Bas,2016,SPD,
B?rbel Bas,2017,SPD,
B?rbel Bas,2018,SPD,
B?rbel Bas,2019,SPD,
B?rbel Bas,2020,SPD,
B?rbel Bas,2021,SPD,
B?rbel Grygier,2002,PDS,
B?rbel H?hn,2006,Grüne/Bündnis 90,
B?rbel H?hn,2007,Grüne/Bündnis 90,
B?rbel H?hn,2008,Grüne/Bündnis 90,
B?rbel H?hn,2009,Grüne/Bündnis 90,
B?rbel H?hn,2010,Grüne/Bündnis 90,
B?rbel H?hn,2011,Grüne/Bündnis 90,
B?rbel H?hn,2012,Grüne/Bündnis 90,
B?rbel H?hn,2013,Grüne/Bündnis 90,
B?rbel H?hn,2014,Grüne/Bündnis 90,
B?rbel H?hn,2015,Grüne/Bündnis 90,
B?rbel H?hn,2016,Grüne/Bündnis 90,
B?rbel H?hn,2017,Grüne/Bündnis 90,
B?rbel Sothmann,1991,CDU/CSU,
B?rbel Sothmann,1992,CDU/CSU,
B?rbel Sothmann,1993,CDU/CSU,
B?rbel Sothmann,1994,CDU/CSU,
B?rbel Sothmann,1995,CDU/CSU,
B?rbel Sothmann,1996,CDU/CSU,
B?rbel Sothmann,1997,CDU/CSU,
B?rbel Sothmann,1998,CDU/CSU,
B?rbel Sothmann,1999,CDU/CSU,
B?rbel Sothmann,2000,CDU/CSU,
B?rbel Sothmann,2001,CDU/CSU,
B?rbel Sothmann,2002,CDU/CSU,
B?uerle,1965,SPD,
B?uerle,1968,SPD,
B?uerle,1969,SPD,
B?uerle,1970,SPD,
B?uerle,1971,SPD,
B?umer,1958,SPD,
B?umer,1961,SPD,
B?umer,1964,SPD,
B?hm,1949,SPD,
B?hm,1950,SPD,
B?hm,1951,SPD,
B?hm,1952,SPD,
B?hm,1953,SPD,
B?hm,1966,SPD,
B?hm,1967,SPD,
B?hm,1971,SPD,
B?hm,1977,CDU/CSU,
B?hm (Düsseldorf),1953,SPD,
B?hm (Düsseldorf),1954,SPD,
B?hm (Düsseldorf),1955,SPD,
B?hm (Melsungen),1973,CDU/CSU,
B?hm (Melsungen),1974,CDU/CSU,
B?hm (Melsungen),1975,CDU/CSU,
B?hm (Melsungen),1976,CDU/CSU,
B?hm (Melsungen),1977,CDU/CSU,
B?hm (Melsungen),1978,CDU/CSU,
B?hm (Melsungen),1979,CDU/CSU,
B?hm (Melsungen),1980,CDU/CSU,
B?hm (Melsungen),1981,CDU/CSU,
B?hm (Melsungen),1982,CDU/CSU,
B?hm (Melsungen),1983,CDU/CSU,
B?hm (Melsungen),1984,CDU/CSU,
B?hm (Melsungen),1985,CDU/CSU,
B?hm (Melsungen),1986,CDU/CSU,
B?hm (Melsungen),1987,CDU/CSU,
B?hm (Melsungen),1988,CDU/CSU,
B?hm (Melsungen),1989,CDU/CSU,
B?hm (Melsungen),1990,CDU/CSU,
"B?hm, Berichterstatter",1950,SPD,
B?hme (Hildesheim),1963,CDU/CSU,
B?hme (Hildesheim),1964,CDU/CSU,
B?hme (Hildesheim),1965,CDU/CSU,
B?msen (B?nstrup),1989,CDU/CSU,
B?rner,1958,SPD,
B?rner,1959,SPD,
B?rner,1960,SPD,
B?rner,1961,SPD,
B?rner,1962,SPD,
B?rner,1963,SPD,
B?rner,1964,SPD,
B?rner,1965,SPD,
B?rner,1966,SPD,
B?rner,1973,SPD,
B?rner,1974,SPD,
B?rnsen,1980,SPD,
B?rnsen,1981,SPD,
B?rnsen,1982,SPD,
B?rnsen (B?nstrup),1987,CDU/CSU,
B?rnsen (B?nstrup),1988,CDU/CSU,
B?rnsen (B?nstrup),1989,CDU/CSU,
B?rnsen (B?nstrup),1990,CDU/CSU,
B?rnsen (B?nstrup),1991,CDU/CSU,
B?rnsen (Ritterhude),1987,SPD,
B?rnsen (Ritterhude),1988,SPD,
B?rnsen (Ritterhude),1989,SPD,
B?rnsen (Ritterhude),1990,SPD,
Büchler (Hof),1973,SPD,
Büchler (Hof),1974,SPD,
Büchler (Hof),1975,SPD,
Büchler (Hof),1977,SPD,
Büchler (Hof),1978,SPD,
Büchler (Hof),1979,SPD,
Büchler (Hof),1981,SPD,
Büchler (Hof),1982,SPD,
Büchler (Hof),1983,SPD,
Büchler (Hof),1984,SPD,
Büchler (Hof),1985,SPD,
Büchler (Hof),1986,SPD,
Büchler (Hof),1987,SPD,
Büchler (Hof),1988,SPD,
Büchler (Hof),1989,SPD,
Büchler (Hof),1990,SPD,
Büchner,1971,SPD,
Büchner (Speyer),1972,SPD,
Büchner (Speyer),1973,SPD,
Büchner (Speyer),1974,SPD,
Büchner (Speyer),1977,SPD,
Büchner (Speyer),1982,SPD,
Büchner (Speyer),1984,SPD,
Büchner (Speyer),1985,SPD,
Büchner (Speyer),1986,SPD,
Büchner (Speyer),1987,SPD,
Büchner (Speyer),1988,SPD,
Büchner (Speyer),1989,SPD,
BühLing,1974,SPD,
BühlIng,1980,SPD,
Bühler,1960,CDU/CSU,
Bühler,1964,CDU/CSU,
Bühler,1966,CDU/CSU,
Bühler,1967,CDU/CSU,
Bühler,1968,CDU/CSU,
Bühler,1969,CDU/CSU,
Bühler (Bruchsal),1977,CDU/CSU,
Bühler (Bruchsal),1978,CDU/CSU,
Bühler (Bruchsal),1980,CDU/CSU,
Bühler (Bruchsal),1981,CDU/CSU,
Bühler (Bruchsal),1982,CDU/CSU,
Bühler (Bruchsal),1984,CDU/CSU,
Bühler (Bruchsal),1985,CDU/CSU,
Bühler (Bruchsal),1986,CDU/CSU,
Bühler (Bruchsal),1988,CDU/CSU,
Bühler (Bruchsal),1989,CDU/CSU,
Bühling,1967,SPD,
Bühling,1968,SPD,
Bühling,1969,SPD,
Bühling,1970,SPD,
Bühling,1971,SPD,
Bühling,1974,SPD,
Bühling,1975,SPD,
Bühling,1976,SPD,
Bühling,1978,SPD,
Bühling,1979,SPD,
Bühling,1980,SPD,
Bühling,1981,SPD,
Bühling,1982,SPD,
Büttner,1957,SPD,
Büttner,1958,SPD,
Büttner,1959,SPD,
Büttner,1960,SPD,
Büttner,1961,SPD,
Büttner,1962,SPD,
Büttner,1963,SPD,
Büttner,1964,SPD,
Büttner,1965,SPD,
Büttner,1966,SPD,
Büttner,1967,SPD,
Büttner,1968,SPD,
Büttner,1969,SPD,
Büttner (Ingolstadt),1991,SPD,
Cajus Caesar,2000,CDU/CSU,
Cajus Caesar,2001,CDU/CSU,
Cajus Caesar,2002,CDU/CSU,
Cajus Caesar,2003,CDU/CSU,
Cajus Caesar,2004,CDU/CSU,
Cajus Caesar,2007,CDU/CSU,
Cajus Caesar,2008,CDU/CSU,
Cajus Caesar,2011,CDU/CSU,
Cajus Caesar,2012,CDU/CSU,
Cajus Caesar,2013,CDU/CSU,
Cajus Caesar,2014,CDU/CSU,
Cajus Caesar,2015,CDU/CSU,
Cajus Caesar,2016,CDU/CSU,
Canan Bayram,2018,BüNDNIS 90/DIE GRüNEN,
Canan Bayram,2019,BüNDNIS 90/DIE GRüNEN,"该年属于多个党派: BüNDNIS 90/DIE GRüNEN, BüNDNIS?90/DIE GRüNEN"
Canan Bayram,2019,BüNDNIS?90/DIE GRüNEN,"该年属于多个党派: BüNDNIS 90/DIE GRüNEN, BüNDNIS?90/DIE GRüNEN"
Canan Bayram,2020,BüNDNIS?90/DIE GRüNEN,
Canan Bayram,2021,BüNDNIS?90/DIE GRüNEN,
Cansel Kiziltepe,2014,SPD,
Cansel Kiziltepe,2015,SPD,
Cansel Kiziltepe,2016,SPD,
Cansel Kiziltepe,2017,SPD,
Cansel Kiziltepe,2018,SPD,
Cansel Kiziltepe,2019,SPD,
Cansel Kiziltepe,2020,SPD,
Cansel Kiziltepe,2021,SPD,
Cantzler,1972,CDU/CSU,
Caren Lay,2009,DIE LINKE,
Caren Lay,2010,DIE LINKE,
Caren Lay,2011,DIE LINKE,
Caren Lay,2012,DIE LINKE,
Caren Lay,2013,DIE LINKE,
Caren Lay,2014,DIE LINKE,
Caren Lay,2015,DIE LINKE,
Caren Lay,2016,DIE LINKE,
Caren Lay,2017,DIE LINKE,
Caren Lay,2018,DIE LINKE,
Caren Lay,2019,DIE LINKE,
Caren Lay,2020,DIE LINKE,
Caren Lay,2021,DIE LINKE,
Caren Marks,2002,SPD,
Caren Marks,2004,SPD,
Caren Marks,2005,SPD,
Caren Marks,2006,SPD,
Caren Marks,2007,SPD,
Caren Marks,2008,SPD,
Caren Marks,2009,SPD,
Caren Marks,2010,SPD,
Caren Marks,2011,SPD,
Caren Marks,2012,SPD,
Caren Marks,2013,SPD,
Carina Konrad,2018,FDP,
Carina Konrad,2019,FDP,
Carina Konrad,2020,FDP,
Carina Konrad,2021,FDP,
Carl Ewen,1992,SPD,
Carl Ewen,1993,SPD,
Carl Ewen,1994,SPD,
Carl-Dieter Spranger,2000,CDU/CSU,
Carl-Dieter Spranger,2001,CDU/CSU,
Carl-Dieter Spranger,2002,CDU/CSU,
Carl-Eduard von Bismarck,2006,CDU/CSU,
Carl-Julius Cronenberg,2018,FDP,
Carl-Julius Cronenberg,2019,FDP,
Carl-Julius Cronenberg,2020,FDP,
Carl-Julius Cronenberg,2021,FDP,
Carl-Ludwig Thiele,1991,FDP,
Carl-Ludwig Thiele,1992,FDP,
Carl-Ludwig Thiele,1993,FDP,
Carl-Ludwig Thiele,1994,FDP,
Carl-Ludwig Thiele,1995,FDP,
Carl-Ludwig Thiele,1996,FDP,
Carl-Ludwig Thiele,1997,FDP,
Carl-Ludwig Thiele,1998,FDP,
Carl-Ludwig Thiele,1999,FDP,
Carl-Ludwig Thiele,2000,FDP,
Carl-Ludwig Thiele,2001,FDP,
Carl-Ludwig Thiele,2002,FDP,
Carl-Ludwig Thiele,2003,FDP,
Carl-Ludwig Thiele,2004,FDP,
Carl-Ludwig Thiele,2005,FDP,
Carl-Ludwig Thiele,2006,FDP,
Carl-Ludwig Thiele,2007,FDP,
Carl-Ludwig Thiele,2008,FDP,
Carl-Ludwig Thiele,2009,FDP,
Carl-Ludwig Thiele,2010,FDP,
Carl-Ludwig-Thiele,1997,FDP,
Carola Stauche,2010,CDU/CSU,
Carola Stauche,2011,CDU/CSU,
Carola Stauche,2012,CDU/CSU,
Carola Stauche,2013,CDU/CSU,
Carola Stauche,2014,CDU/CSU,
Carola Stauche,2015,CDU/CSU,
Carola Stauche,2016,CDU/CSU,
Carola Stauche,2017,CDU/CSU,
Carsten Hübner,1998,PDS,
Carsten Hübner,1999,PDS,
Carsten Hübner,2000,PDS,
Carsten Hübner,2001,PDS,
Carsten Hübner,2002,PDS,
Carsten K?rber,2014,CDU/CSU,
Carsten K?rber,2015,CDU/CSU,
Carsten K?rber,2016,CDU/CSU,
Carsten K?rber,2017,CDU/CSU,
Carsten K?rber,2018,CDU/CSU,
Carsten K?rber,2019,CDU/CSU,
Carsten K?rber,2020,CDU/CSU,
Carsten Müller (Braunschweig),2006,CDU/CSU,
Carsten Müller (Braunschweig),2007,CDU/CSU,
Carsten Müller (Braunschweig),2008,CDU/CSU,
Carsten Müller (Braunschweig),2009,CDU/CSU,
Carsten Müller (Braunschweig),2014,CDU/CSU,
Carsten Müller (Braunschweig),2015,CDU/CSU,
Carsten Müller (Braunschweig),2016,CDU/CSU,
Carsten Müller (Braunschweig),2017,CDU/CSU,
Carsten Müller (Braunschweig),2018,CDU/CSU,
Carsten Müller (Braunschweig),2019,CDU/CSU,
Carsten Müller (Braunschweig),2020,CDU/CSU,
Carsten Müller (Braunschweig),2021,CDU/CSU,
Carsten Schneider,1999,SPD,
Carsten Schneider,2000,SPD,
Carsten Schneider,2001,SPD,
Carsten Schneider,2002,SPD,
Carsten Schneider,2003,SPD,
Carsten Schneider,2004,SPD,
Carsten Schneider,2005,SPD,
Carsten Schneider (Erfurt),2006,SPD,
Carsten Schneider (Erfurt),2007,SPD,
Carsten Schneider (Erfurt),2008,SPD,
Carsten Schneider (Erfurt),2009,SPD,
Carsten Schneider (Erfurt),2010,SPD,
Carsten Schneider (Erfurt),2011,SPD,
Carsten Schneider (Erfurt),2012,SPD,
Carsten Schneider (Erfurt),2013,SPD,
Carsten Schneider (Erfurt),2014,SPD,
Carsten Schneider (Erfurt),2015,SPD,
Carsten Schneider (Erfurt),2016,SPD,
Carsten Schneider (Erfurt),2017,SPD,
Carsten Schneider (Erfurt),2018,SPD,
Carsten Schneider (Erfurt),2019,SPD,
Carsten Schneider (Erfurt),2020,SPD,
Carsten Schneider (Erfurt),2021,SPD,
Carsten Tr?ger,2014,SPD,
Carsten Tr?ger,2015,SPD,
Carsten Tr?ger,2016,SPD,
Carsten Tr?ger,2017,SPD,
Carsten Tr?ger,2018,SPD,
Carsten Tr?ger,2019,SPD,
Carsten Tr?ger,2020,SPD,
Carsten Tr?ger,2021,SPD,
Carstens (Emstek),1973,CDU/CSU,
Carstens (Emstek),1974,CDU/CSU,
Carstens (Emstek),1975,CDU/CSU,
Carstens (Emstek),1976,CDU/CSU,
Carstens (Emstek),1977,CDU/CSU,
Carstens (Emstek),1978,CDU/CSU,
Carstens (Emstek),1979,CDU/CSU,
Carstens (Emstek),1980,CDU/CSU,
Carstens (Emstek),1981,CDU/CSU,
Carstens (Emstek),1982,CDU/CSU,
Carstens (Emstek),1983,CDU/CSU,
Carstens (Emstek),1984,CDU/CSU,
Carstens (Emstek),1985,CDU/CSU,
Carstens (Emstek),1986,CDU/CSU,
Carstens (Emstek),1987,CDU/CSU,
Carstens (Emstek),1988,CDU/CSU,
Carstens (Emstek),1990,CDU/CSU,
Carstens (Fehmarn),1976,CDU/CSU,
Carstens (Fehmarn),1977,CDU/CSU,
Carstens (Nordstrand),1986,CDU/CSU,
Carstensen (Nordstrand),1983,CDU/CSU,
Carstensen (Nordstrand),1984,CDU/CSU,
Carstensen (Nordstrand),1985,CDU/CSU,
Carstensen (Nordstrand),1986,CDU/CSU,
Carstensen (Nordstrand),1987,CDU/CSU,
Carstensen (Nordstrand),1988,CDU/CSU,
Carstensen (Nordstrand),1989,CDU/CSU,
Carstensen (Nordstrand),1990,CDU/CSU,
Catenhusen,1981,SPD,
Catenhusen,1982,SPD,
Catenhusen,1983,SPD,
Catenhusen,1984,SPD,
Catenhusen,1985,SPD,
Catenhusen,1986,SPD,
Catenhusen,1987,SPD,
Catenhusen,1988,SPD,
Catenhusen,1989,SPD,
Catenhusen,1990,SPD,
Catenhusen,1991,SPD,
Cem ?zdemir,1994,Grüne/Bündnis 90,
Cem ?zdemir,1995,Grüne/Bündnis 90,
Cem ?zdemir,1996,Grüne/Bündnis 90,
Cem ?zdemir,1997,Grüne/Bündnis 90,
Cem ?zdemir,1998,Grüne/Bündnis 90,
Cem ?zdemir,1999,Grüne/Bündnis 90,
Cem ?zdemir,2000,Grüne/Bündnis 90,
Cem ?zdemir,2001,Grüne/Bündnis 90,
Cem ?zdemir,2002,Grüne/Bündnis 90,
Cem ?zdemir,2014,Grüne/Bündnis 90,
Cem ?zdemir,2015,Grüne/Bündnis 90,
Cem ?zdemir,2016,Grüne/Bündnis 90,
Cem ?zdemir,2017,Grüne/Bündnis 90,
Cem ?zdemir,2018,BüNDNIS 90/DIE GRüNEN,
Cem ?zdemir,2019,BüNDNIS 90/DIE GRüNEN,"该年属于多个党派: BüNDNIS 90/DIE GRüNEN, BüNDNIS?90/DIE GRüNEN"
Cem ?zdemir,2019,BüNDNIS?90/DIE GRüNEN,"该年属于多个党派: BüNDNIS 90/DIE GRüNEN, BüNDNIS?90/DIE GRüNEN"
Cem ?zdemir,2020,BüNDNIS?90/DIE GRüNEN,
Cem ?zdemir,2021,BüNDNIS?90/DIE GRüNEN,
Cemile Giousouf,2014,CDU/CSU,
Cemile Giousouf,2015,CDU/CSU,
Cemile Giousouf,2016,CDU/CSU,
Cemile Giousouf,2017,CDU/CSU,
Charlotte Schneidewind-Hartnagel,2020,BüNDNIS?90/DIE GRüNEN,
Charlotte Schneidewind-Hartnagel,2021,BüNDNIS?90/DIE GRüNEN,
Christ,1973,FDP,
Christ,1974,FDP,
Christ,1975,FDP,
Christ,1976,FDP,
Christa Luft,1995,PDS,
Christa L?rcher,1993,SPD,
Christa L?rcher,1994,SPD,
Christa L?rcher,1995,SPD,
Christa L?rcher,1996,SPD,
Christa L?rcher,1998,SPD,
Christa L?rcher,1999,SPD,
Christa L?rcher,2000,SPD,
Christa L?rcher,2001,SPD,
Christa L?rcher,2002,Fraktionslos,
Christa Nickels,1995,Grüne/Bündnis 90,
Christa Nickels,1996,Grüne/Bündnis 90,
Christa Nickels,1997,Grüne/Bündnis 90,
Christa Nickels,1998,Grüne/Bündnis 90,
Christa Nickels,1999,Grüne/Bündnis 90,
Christa Nickels,2000,Grüne/Bündnis 90,
Christa Nickels,2001,Grüne/Bündnis 90,
Christa Nickels,2002,Grüne/Bündnis 90,
Christa Nickels,2003,Grüne/Bündnis 90,
Christa Nickels,2004,Grüne/Bündnis 90,
Christa Nickels,2005,Grüne/Bündnis 90,
Christa Reichard (Dresden),1995,CDU/CSU,
Christa Reichard (Dresden),1996,CDU/CSU,
Christa Reichard (Dresden),1997,CDU/CSU,
Christa Reichard (Dresden),1999,CDU/CSU,
Christa Reichard (Dresden),2000,CDU/CSU,
Christa Reichard (Dresden),2001,CDU/CSU,
Christa Reichard (Dresden),2002,CDU/CSU,
Christa Reichard (Dresden),2003,CDU/CSU,
Christa Reichard (Dresden),2004,CDU/CSU,
Christa Reichard (Dresden),2005,CDU/CSU,
Christel Deichmann,1995,SPD,
Christel Deichmann,1996,SPD,
Christel Deichmann,1997,SPD,
Christel Deichmann,1998,SPD,
Christel Deichmann,1999,SPD,
Christel Deichmann,2000,SPD,
Christel Deichmann,2001,SPD,
Christel Deichmann,2002,SPD,
Christel Hanewinckel,1991,SPD,
Christel Hanewinckel,1992,SPD,
Christel Hanewinckel,1993,SPD,
Christel Hanewinckel,1994,SPD,
Christel Hanewinckel,1995,SPD,
Christel Hanewinckel,1996,SPD,
Christel Hanewinckel,1997,SPD,
Christel Hanewinckel,1999,SPD,
Christel Hanewinckel,2000,SPD,
Christel Hanewinckel,2001,SPD,
Christel Humme,1999,SPD,
Christel Humme,2000,SPD,
Christel Humme,2001,SPD,
Christel Humme,2002,SPD,
Christel Humme,2003,SPD,
Christel Humme,2004,SPD,
Christel Humme,2005,SPD,
Christel Humme,2006,SPD,
Christel Humme,2007,SPD,
Christel Humme,2008,SPD,
Christel Humme,2009,SPD,
Christel Humme,2010,SPD,
Christel Humme,2011,SPD,
Christel Humme,2012,SPD,
Christel Humme,2013,SPD,
Christel Riemann-Hanewinckel,2001,SPD,
Christel Riemann-Hanewinckel,2002,SPD,
Christel Riemann-Hanewinckel,2004,SPD,
Christel Riemann-Hanewinckel,2006,SPD,
Christel Riemann-Hanewinckel,2007,SPD,
Christel Riemann-Hanewinckel,2008,SPD,
Christel Riemann-Hanewinckel,2009,SPD,
Christel Vo?beck-Kayser,2014,CDU/CSU,
Christel Vo?beck-Kayser,2015,CDU/CSU,
Christel Vo?beck-Kayser,2016,CDU/CSU,
Christel Vo?beck-Kayser,2017,CDU/CSU,
Christian Ahrendt,2006,FDP,
Christian Ahrendt,2007,FDP,
Christian Ahrendt,2008,FDP,
Christian Ahrendt,2009,FDP,
Christian Ahrendt,2010,FDP,
Christian Ahrendt,2011,FDP,
Christian Ahrendt,2012,FDP,
Christian Carstensen,2006,SPD,
Christian Carstensen,2008,SPD,
Christian Dürr,2017,FDP,
Christian Dürr,2018,FDP,
Christian Dürr,2019,FDP,
Christian Dürr,2020,FDP,
Christian Dürr,2021,FDP,
Christian Flisek,2014,SPD,
Christian Flisek,2015,SPD,
Christian Flisek,2016,SPD,
Christian Flisek,2017,SPD,
Christian Freiherr von Stetten,2018,CDU/CSU,
Christian Freiherr von Stetten,2019,CDU/CSU,
Christian Freiherr von Stetten,2021,CDU/CSU,
Christian Haase,2014,CDU/CSU,
Christian Haase,2015,CDU/CSU,
Christian Haase,2016,CDU/CSU,
Christian Haase,2017,CDU/CSU,
Christian Haase,2018,CDU/CSU,
Christian Haase,2019,CDU/CSU,
Christian Haase,2020,CDU/CSU,
Christian Hirte,2008,CDU/CSU,
Christian Hirte,2009,CDU/CSU,
Christian Hirte,2010,CDU/CSU,
Christian Hirte,2012,CDU/CSU,
Christian Hirte,2013,CDU/CSU,
Christian Hirte,2014,CDU/CSU,
Christian Hirte,2015,CDU/CSU,
Christian Hirte,2016,CDU/CSU,
Christian Hirte,2017,CDU/CSU,
Christian Hirte,2021,CDU/CSU,
Christian Kleiminger,2006,SPD,
Christian Kleiminger,2008,SPD,
Christian Kleiminger,2009,SPD,
Christian Kühn (Tübingen),2014,Grüne/Bündnis 90,
Christian Kühn (Tübingen),2015,Grüne/Bündnis 90,
Christian Kühn (Tübingen),2016,Grüne/Bündnis 90,
Christian Kühn (Tübingen),2017,Grüne/Bündnis 90,
Christian Kühn (Tübingen),2018,BüNDNIS 90/DIE GRüNEN,
Christian Kühn (Tübingen),2019,BüNDNIS 90/DIE GRüNEN,"该年属于多个党派: BüNDNIS 90/DIE GRüNEN, BüNDNIS?90/DIE GRüNEN"
Christian Kühn (Tübingen),2019,BüNDNIS?90/DIE GRüNEN,"该年属于多个党派: BüNDNIS 90/DIE GRüNEN, BüNDNIS?90/DIE GRüNEN"
Christian Kühn (Tübingen),2020,BüNDNIS?90/DIE GRüNEN,
Christian Kühn (Tübingen),2021,BüNDNIS?90/DIE GRüNEN,
Christian Lange,2019,SPD,
Christian Lenzer,1991,CDU/CSU,
Christian Lenzer,1992,CDU/CSU,
Christian Lenzer,1993,CDU/CSU,
Christian Lenzer,1994,CDU/CSU,
Christian Lenzer,1995,CDU/CSU,
Christian Lenzer,1996,CDU/CSU,
Christian Lenzer,1997,CDU/CSU,
Christian Lenzer,1998,CDU/CSU,
Christian Lindner,2010,FDP,
Christian Lindner,2011,FDP,
Christian Lindner,2012,FDP,
Christian Lindner,2018,FDP,
Christian Lindner,2019,FDP,
Christian Lindner,2020,FDP,
Christian Lindner,2021,FDP,
Christian Müller (Zittau),1991,SPD,
Christian Müller (Zittau),1992,SPD,
Christian Müller (Zittau),1993,SPD,
Christian Müller (Zittau),1994,SPD,
Christian Müller (Zittau),1995,SPD,
Christian Müller (Zittau),1996,SPD,
Christian Müller (Zittau),1997,SPD,
Christian Müller (Zittau),1999,SPD,
Christian Müller (Zittau),2000,SPD,
Christian Müller (Zittau),2001,SPD,
Christian Müller (Zittau),2002,SPD,
Christian Müller (Zittau),2003,SPD,
Christian Müller (Zittau),2004,SPD,
Christian Müller (Zittau),2005,SPD,
Christian Natterer,2021,CDU/CSU,
Christian Petry,2014,SPD,
Christian Petry,2015,SPD,
Christian Petry,2016,SPD,
Christian Petry,2017,SPD,
Christian Petry,2018,SPD,
Christian Petry,2019,SPD,
Christian Petry,2020,SPD,
Christian Petry,2021,SPD,
Christian Ruck,2003,CDU/CSU,
Christian Sauter,2018,FDP,
Christian Sauter,2019,FDP,
Christian Sauter,2020,FDP,
Christian Sauter,2021,FDP,
Christian Schmidt,2018,CDU/CSU,
Christian Schmidt,2019,CDU/CSU,
Christian Schmidt (Fürth),1991,CDU/CSU,
Christian Schmidt (Fürth),1992,CDU/CSU,
Christian Schmidt (Fürth),1993,CDU/CSU,
Christian Schmidt (Fürth),1994,CDU/CSU,
Christian Schmidt (Fürth),1995,CDU/CSU,
Christian Schmidt (Fürth),1996,CDU/CSU,
Christian Schmidt (Fürth),1997,CDU/CSU,
Christian Schmidt (Fürth),1998,CDU/CSU,
Christian Schmidt (Fürth),1999,CDU/CSU,
Christian Schmidt (Fürth),2000,CDU/CSU,
Christian Schmidt (Fürth),2001,CDU/CSU,
Christian Schmidt (Fürth),2002,CDU/CSU,
Christian Schmidt (Fürth),2003,CDU/CSU,
Christian Schmidt (Fürth),2004,CDU/CSU,
Christian Schmidt (Fürth),2005,CDU/CSU,
Christian Schmidt (Fürth),2012,CDU/CSU,
Christian Schmidt (Fürth),2014,CDU/CSU,
Christian Schmidt (Fürth),2015,CDU/CSU,
Christian Schmidt (Fürth),2019,CDU/CSU,
Christian Schmidt (Fürth),2020,CDU/CSU,
Christian Schmidt (Fürth),2021,CDU/CSU,
Christian Simmert,1999,Grüne/Bündnis 90,
Christian Simmert,2000,Grüne/Bündnis 90,
Christian Simmert,2001,Grüne/Bündnis 90,
Christian Simmert,2002,Grüne/Bündnis 90,
Christian Sterzing,1994,Grüne/Bündnis 90,
Christian Sterzing,1995,Grüne/Bündnis 90,
Christian Sterzing,1996,Grüne/Bündnis 90,
Christian Sterzing,1997,Grüne/Bündnis 90,
Christian Sterzing,1998,Grüne/Bündnis 90,
Christian Sterzing,1999,Grüne/Bündnis 90,
Christian Sterzing,2000,Grüne/Bündnis 90,
Christian Sterzing,2001,Grüne/Bündnis 90,
Christian Sterzing,2002,Grüne/Bündnis 90,
Christina Jantz,2014,SPD,
Christina Jantz,2015,SPD,
Christina Jantz-Herrmann,2016,SPD,
Christina Jantz-Herrmann,2017,SPD,
Christina Kampmann,2014,SPD,
Christina Kampmann,2015,SPD,
Christina Schenk,1991,Grüne/Bündnis 90,
Christina Schenk,1992,Grüne/Bündnis 90,
Christina Schenk,1993,Grüne/Bündnis 90,
Christina Schenk,1994,Fraktionslos,"该年属于多个党派: PDS, Grüne/Bündnis 90, Fraktionslos"
Christina Schenk,1994,Grüne/Bündnis 90,"该年属于多个党派: PDS, Grüne/Bündnis 90, Fraktionslos"
Christina Schenk,1994,PDS,"该年属于多个党派: PDS, Grüne/Bündnis 90, Fraktionslos"
Christina Schenk,1995,PDS,
Christina Schenk,1996,PDS,
Christina Schenk,1997,PDS,
Christina Schenk,1998,PDS,
Christina Schenk,1999,PDS,
Christina Schenk,2000,PDS,
Christina Schenk,2001,PDS,
Christina Schenk,2002,PDS,
Christina Schwarzer,2014,CDU/CSU,
Christina Schwarzer,2015,CDU/CSU,
Christina Schwarzer,2016,CDU/CSU,
Christina Schwarzer,2017,CDU/CSU,
Christine Aschenberg-Dugnus,2009,FDP,
